Time	Data
4666	37.73892
4667	37.79037
4668	37.85007
4669	37.91574
4670	37.98491
4671	38.05506
4672	38.1237
4673	38.18849
4674	38.24731
4675	38.29832
4676	38.34002
4677	38.37132
4678	38.39154
4679	38.40048
4680	38.3984
4681	38.38605
4682	38.36463
4683	38.33579
4684	38.3015
4685	38.26406
4686	38.22589
4687	38.18947
4688	38.15716
4689	38.13106
4690	38.11285
4691	38.10367
4692	38.10401
4693	38.11366
4694	38.13166
4695	38.15637
4696	38.18555
4697	38.21651
4698	38.24631
4699	38.27196
4700	38.2907
4701	38.3002
4702	38.29882
4703	38.28574
4704	38.2611
4705	38.22604
4706	38.18268
4707	38.13394
4708	38.08344
4709	38.03516
4710	37.99317
4711	37.96131
4712	37.94286
4713	37.94025
4714	37.95482
4715	37.98667
4716	38.03462
4717	38.0962
4718	38.16784
4719	38.24508
4720	38.32289
4721	38.39606
4722	38.45956
4723	38.50894
4724	38.54071
4725	38.55257
4726	38.54366
4727	38.51461
4728	38.46751
4729	38.40577
4730	38.33387
4731	38.257
4732	38.18069
4733	38.11037
4734	38.05092
4735	38.00638
4736	37.97953
4737	37.9718
4738	37.98308
4739	38.0118
4740	38.05508
4741	38.10894
4742	38.16867
4743	38.22924
4744	38.28566
4745	38.33343
4746	38.3689
4747	38.38952
4748	38.39406
4749	38.3827
4750	38.35695
4751	38.31953
4752	38.27414
4753	38.22509
4754	38.177
4755	38.13437
4756	38.10125
4757	38.08089
4758	38.07555
4759	38.08632
4760	38.11308
4761	38.15455
4762	38.20847
4763	38.27177
4764	38.34093
4765	38.41222
4766	38.48206
4767	38.54729
4768	38.60543
4769	38.65478
4770	38.69456
4771	38.7249
4772	38.74671
4773	38.76155
4774	38.77143
4775	38.77852
4776	38.78496
4777	38.79259
4778	38.80278
4779	38.81629
4780	38.83321
4781	38.85301
4782	38.87457
4783	38.89635
4784	38.91661
4785	38.93359
4786	38.94573
4787	38.95188
4788	38.95146
4789	38.94453
4790	38.93186
4791	38.91486
4792	38.89545
4793	38.87596
4794	38.85884
4795	38.84648
4796	38.84095
4797	38.84379
4798	38.85584
4799	38.87714
4800	38.90689
4801	38.94348
4802	38.98461
4803	39.02746
4804	39.06892
4805	39.10585
4806	39.13533
4807	39.15492
4808	39.16287
4809	39.15826
4810	39.1411
4811	39.11234
4812	39.07378
4813	39.02795
4814	38.9779
4815	38.927
4816	38.87862
4817	38.83594
4818	38.8017
4819	38.77799
4820	38.76616
4821	38.76677
4822	38.77953
4823	38.80346
4824	38.83696
4825	38.878
4826	38.92434
4827	38.97369
4828	39.02394
4829	39.07328
4830	39.12031
4831	39.16414
4832	39.20434
4833	39.24092
4834	39.27421
4835	39.30476
4836	39.33315
4837	39.35989
4838	39.38528
4839	39.4093
4840	39.43158
4841	39.45137
4842	39.46763
4843	39.47913
4844	39.48454
4845	39.48263
4846	39.47245
4847	39.45345
4848	39.42564
4849	39.38965
4850	39.34681
4851	39.29904
4852	39.24886
4853	39.19914
4854	39.15298
4855	39.11344
4856	39.08333
4857	39.06497
4858	39.06
4859	39.06922
4860	39.09251
4861	39.12883
4862	39.17626
4863	39.23214
4864	39.29328
4865	39.35619
4866	39.41736
4867	39.47354
4868	39.52199
4869	39.56074
4870	39.5887
4871	39.60579
4872	39.61293
4873	39.61198
4874	39.60556
4875	39.59687
4876	39.58939
4877	39.58661
4878	39.59171
4879	39.60726
4880	39.63506
4881	39.67589
4882	39.72942
4883	39.79426
4884	39.86797
4885	39.94725
4886	40.02816
4887	40.10639
4888	40.1776
4889	40.23769
4890	40.28317
4891	40.31136
4892	40.32061
4893	40.31045
4894	40.28161
4895	40.23599
4896	40.17655
4897	40.10706
4898	40.0319
4899	39.95574
4900	39.8832
4901	39.8186
4902	39.76561
4903	39.72705
4904	39.70474
4905	39.69936
4906	39.71045
4907	39.73647
4908	39.77498
4909	39.82276
4910	39.87616
4911	39.93132
4912	39.98445
4913	40.03219
4914	40.0718
4915	40.10135
4916	40.11994
4917	40.1277
4918	40.12581
4919	40.11642
4920	40.10251
4921	40.08765
4922	40.07576
4923	40.07085
4924	40.07667
4925	40.09647
4926	40.13273
4927	40.18697
4928	40.2596
4929	40.34983
4930	40.45571
4931	40.57422
4932	40.7014
4933	40.83265
4934	40.96292
4935	41.08712
4936	41.20038
4937	41.29843
4938	41.37786
4939	41.43637
4940	41.47297
4941	41.48805
4942	41.48341
4943	41.46217
4944	41.42861
4945	41.38792
4946	41.34589
4947	41.30853
4948	41.28174
4949	41.27091
4950	41.28058
4951	41.31414
4952	41.37363
4953	41.45958
4954	41.57098
4955	41.70535
4956	41.85888
4957	42.0267
4958	42.20317
4959	42.38224
4960	42.55786
4961	42.72431
4962	42.87662
4963	43.0108
4964	43.12413
4965	43.21524
4966	43.28422
4967	43.33248
4968	43.36271
4969	43.3786
4970	43.38455
4971	43.38542
4972	43.38612
4973	43.39134
4974	43.40526
4975	43.43129
4976	43.47191
4977	43.52858
4978	43.60169
4979	43.69067
4980	43.79406
4981	43.90968
4982	44.03484
4983	44.16656
4984	44.30175
4985	44.43744
4986	44.57085
4987	44.6996
4988	44.82167
4989	44.93548
4990	45.03984
4991	45.13386
4992	45.21691
4993	45.28852
4994	45.34829
4995	45.39588
4996	45.43092
4997	45.45306
4998	45.46198
4999	45.45747
5000	45.43952
5001	45.40838
5002	45.36467
5003	45.30943
5004	45.24413
5005	45.17069
5006	45.09139
5007	45.00875
5008	44.92543
5009	44.84397
5010	44.76662
5011	44.69518
5012	44.63076
5013	44.57368
5014	44.52337
5015	44.47841
5016	44.43654
5017	44.39486
5018	44.35006
5019	44.29865
5020	44.23733
5021	44.16327
5022	44.07447
5023	43.96998
5024	43.85008
5025	43.71643
5026	43.572
5027	43.421
5028	43.26858
5029	43.12056
5030	42.983
5031	42.86178
5032	42.76209
5033	42.68807
5034	42.64242
5035	42.62613
5036	42.63835
5037	42.67637
5038	42.73576
5039	42.81064
5040	42.89406
5041	42.97849
5042	43.05634
5043	43.12051
5044	43.16487
5045	43.18478
5046	43.17735
5047	43.1417
5048	43.079
5049	42.99236
5050	42.8866
5051	42.76788
5052	42.64321
5053	42.51997
5054	42.40527
5055	42.30553
5056	42.22594
5057	42.17016
5058	42.14006
5059	42.13566
5060	42.15517
5061	42.19523
5062	42.2512
5063	42.31759
5064	42.38851
5065	42.45816
5066	42.5213
5067	42.57358
5068	42.61188
5069	42.63449
5070	42.64111
5071	42.63285
5072	42.61197
5073	42.58164
5074	42.54559
5075	42.50776
5076	42.47187
5077	42.44116
5078	42.41813
5079	42.4043
5080	42.40025
5081	42.40557
5082	42.41906
5083	42.43891
5084	42.46299
5085	42.48913
5086	42.51543
5087	42.54051
5088	42.56372
5089	42.58521
5090	42.60599
5091	42.62781
5092	42.65305
5093	42.68443
5094	42.72472
5095	42.77648
5096	42.84172
5097	42.92164
5098	43.01646
5099	43.12531
5100	43.24621
5101	43.37618
5102	43.51142
5103	43.64757
5104	43.78008
5105	43.90447
5106	44.01678
5107	44.11379
5108	44.19334
5109	44.25443
5110	44.2973
5111	44.3234
5112	44.33522
5113	44.33606
5114	44.32972
5115	44.32014
5116	44.31109
5117	44.30576
5118	44.30657
5119	44.31488
5120	44.33094
5121	44.35383
5122	44.38158
5123	44.41134
5124	44.43965
5125	44.46272
5126	44.47678
5127	44.47841
5128	44.46479
5129	44.43396
5130	44.38496
5131	44.31788
5132	44.23382
5133	44.13477
5134	44.02345
5135	43.90302
5136	43.77683
5137	43.64812
5138	43.51983
5139	43.39434
5140	43.27334
5141	43.1578
5142	43.04796
5143	42.94341
5144	42.84329
5145	42.74642
5146	42.65158
5147	42.55767
5148	42.46397
5149	42.37021
5150	42.27674
5151	42.1845
5152	42.09496
5153	42.01005
5154	41.93196
5155	41.8629
5156	41.80494
5157	41.75973
5158	41.72833
5159	41.71106
5160	41.70741
5161	41.71604
5162	41.7348
5163	41.76091
5164	41.7911
5165	41.82185
5166	41.84963
5167	41.87114
5168	41.88358
5169	41.88475
5170	41.87325
5171	41.84851
5172	41.81079
5173	41.76112
5174	41.70117
5175	41.63309
5176	41.55931
5177	41.48235
5178	41.40465
5179	41.32837
5180	41.25533
5181	41.18689
5182	41.12399
5183	41.0671
5184	41.01637
5185	40.97167
5186	40.93273
5187	40.89923
5188	40.87088
5189	40.84754
5190	40.82919
5191	40.81593
5192	40.80799
5193	40.8056
5194	40.80891
5195	40.81794
5196	40.83241
5197	40.85175
5198	40.87502
5199	40.90092
5200	40.92789
5201	40.95411
5202	40.97774
5203	40.99697
5204	41.01025
5205	41.0164
5206	41.01478
5207	41.0053
5208	40.98855
5209	40.96568
5210	40.93836
5211	40.90862
5212	40.87869
5213	40.85074
5214	40.82669
5215	40.80799
5216	40.79549
5217	40.78926
5218	40.78861
5219	40.79208
5220	40.7976
5221	40.80261
5222	40.80435
5223	40.80011
5224	40.78752
5225	40.76478
5226	40.73091
5227	40.68588
5228	40.63068
5229	40.56725
5230	40.49838
5231	40.42751
5232	40.35837
5233	40.29468
5234	40.23981
5235	40.19642
5236	40.1662
5237	40.14965
5238	40.14598
5239	40.15315
5240	40.16801
5241	40.18655
5242	40.20424
5243	40.21648
5244	40.21901
5245	40.20836
5246	40.18225
5247	40.13988
5248	40.08208
5249	40.01139
5250	39.9319
5251	39.84901
5252	39.76904
5253	39.69872
5254	39.64466
5255	39.61278
5256	39.60773
5257	39.63253
5258	39.68815
5259	39.77339
5260	39.88489
5261	40.01725
5262	40.16344
5263	40.31526
5264	40.46394
5265	40.60078
5266	40.71782
5267	40.80844
5268	40.86785
5269	40.89348
5270	40.88512
5271	40.84495
5272	40.77734
5273	40.68846
5274	40.58582
5275	40.47758
5276	40.37198
5277	40.27663
5278	40.19796
5279	40.14071
5280	40.10764
5281	40.09938
5282	40.11443
5283	40.14943
5284	40.19949
5285	40.25872
5286	40.32077
5287	40.37945
5288	40.42928
5289	40.46598
5290	40.48682
5291	40.49085
5292	40.47889
5293	40.45345
5294	40.41841
5295	40.37861
5296	40.33935
5297	40.30585
5298	40.28274
5299	40.27358
5300	40.28054
5301	40.30414
5302	40.34322
5303	40.39507
5304	40.45561
5305	40.51988
5306	40.58243
5307	40.63786
5308	40.68136
5309	40.70911
5310	40.71871
5311	40.70934
5312	40.6819
5313	40.63885
5314	40.58405
5315	40.52235
5316	40.45913
5317	40.39982
5318	40.34936
5319	40.31174
5320	40.28968
5321	40.2843
5322	40.29509
5323	40.31999
5324	40.35556
5325	40.39737
5326	40.44046
5327	40.47981
5328	40.51091
5329	40.53019
5330	40.53542
5331	40.52594
5332	40.50279
5333	40.46857
5334	40.4273
5335	40.38394
5336	40.34397
5337	40.31283
5338	40.2953
5339	40.29507
5340	40.31421
5341	40.35295
5342	40.40952
5343	40.48022
5344	40.55966
5345	40.64116
5346	40.7173
5347	40.78059
5348	40.82406
5349	40.84198
5350	40.83038
5351	40.78749
5352	40.71398
5353	40.61301
5354	40.49009
5355	40.35269
5356	40.20973
5357	40.07089
5358	39.9459
5359	39.84375
5360	39.77198
5361	39.7361
5362	39.73911
5363	39.78128
5364	39.86007
5365	39.97038
5366	40.10487
5367	40.25459
5368	40.40962
5369	40.55986
5370	40.69579
5371	40.80914
5372	40.89357
5373	40.94503
5374	40.96204
5375	40.94571
5376	40.89957
5377	40.82922
5378	40.74176
5379	40.64522
5380	40.54784
5381	40.45738
5382	40.38055
5383	40.32246
5384	40.2863
5385	40.27313
5386	40.28191
5387	40.30969
5388	40.35194
5389	40.40305
5390	40.45683
5391	40.50713
5392	40.54838
5393	40.57605
5394	40.58705
5395	40.57991
5396	40.55492
5397	40.51399
5398	40.46045
5399	40.39867
5400	40.33366
5401	40.27056
5402	40.21418
5403	40.16858
5404	40.13666
5405	40.12001
5406	40.1187
5407	40.13141
5408	40.15548
5409	40.18728
5410	40.22248
5411	40.2565
5412	40.28494
5413	40.30392
5414	40.31049
5415	40.30281
5416	40.28034
5417	40.24384
5418	40.1953
5419	40.13775
5420	40.07495
5421	40.01112
5422	39.95054
5423	39.89721
5424	39.85456
5425	39.82516
5426	39.8106
5427	39.81139
5428	39.82697
5429	39.85581
5430	39.89563
5431	39.94357
5432	39.99648
5433	40.05121
5434	40.10478
5435	40.15465
5436	40.19885
5437	40.23604
5438	40.26553
5439	40.28727
5440	40.3017
5441	40.30963
5442	40.31213
5443	40.31028
5444	40.30513
5445	40.29754
5446	40.28811
5447	40.27721
5448	40.26495
5449	40.25127
5450	40.23605
5451	40.21921
5452	40.20079
5453	40.18109
5454	40.1607
5455	40.14056
5456	40.12189
5457	40.10617
5458	40.09501
5459	40.09003
5460	40.09271
5461	40.10421
5462	40.12528
5463	40.15611
5464	40.19627
5465	40.24474
5466	40.29988
5467	40.3596
5468	40.42145
5469	40.48282
5470	40.54111
5471	40.59395
5472	40.63939
5473	40.676
5474	40.70297
5475	40.72022
5476	40.72828
5477	40.72825
5478	40.72171
5479	40.71046
5480	40.69639
5481	40.68124
5482	40.66647
5483	40.65302
5484	40.64129
5485	40.63106
5486	40.62149
5487	40.61125
5488	40.59861
5489	40.58167
5490	40.5585
5491	40.52747
5492	40.48732
5493	40.43745
5494	40.37799
5495	40.30986
5496	40.23479
5497	40.15523
5498	40.07421
5499	39.99516
5500	39.92164
5501	39.85716
5502	39.80483
5503	39.76723
5504	39.74614
5505	39.74245
5506	39.75608
5507	39.78599
5508	39.83026
5509	39.8862
5510	39.9506
5511	40.01989
5512	40.09044
5513	40.15878
5514	40.22185
5515	40.27713
5516	40.32284
5517	40.358
5518	40.3824
5519	40.39664
5520	40.40192
5521	40.4
5522	40.39295
5523	40.383
5524	40.3723
5525	40.36282
5526	40.35615
5527	40.3534
5528	40.35515
5529	40.36145
5530	40.37181
5531	40.38531
5532	40.40071
5533	40.41654
5534	40.43127
5535	40.44344
5536	40.45178
5537	40.45535
5538	40.45355
5539	40.44624
5540	40.43372
5541	40.4167
5542	40.39629
5543	40.37387
5544	40.35102
5545	40.32943
5546	40.31075
5547	40.29648
5548	40.28788
5549	40.28588
5550	40.29097
5551	40.3032
5552	40.3221
5553	40.34674
5554	40.37571
5555	40.40721
5556	40.43915
5557	40.4692
5558	40.49499
5559	40.51421
5560	40.52476
5561	40.52493
5562	40.51349
5563	40.48985
5564	40.45409
5565	40.4071
5566	40.35049
5567	40.28662
5568	40.21843
5569	40.14938
5570	40.08319
5571	40.02366
5572	39.97438
5573	39.93851
5574	39.91852
5575	39.91598
5576	39.93138
5577	39.96405
5578	40.01211
5579	40.07253
5580	40.14126
5581	40.21351
5582	40.28396
5583	40.34716
5584	40.3979
5585	40.43158
5586	40.44455
5587	40.43444
5588	40.40037
5589	40.34308
5590	40.26492
5591	40.16978
5592	40.06282
5593	39.95018
5594	39.83858
5595	39.73481
5596	39.6453
5597	39.57564
5598	39.53016
5599	39.51162
5600	39.52098
5601	39.55733
5602	39.61797
5603	39.69857
5604	39.79349
5605	39.89625
5606	39.99996
5607	40.09785
5608	40.18382
5609	40.25283
5610	40.30129
5611	40.3273
5612	40.33077
5613	40.31336
5614	40.27828
5615	40.23002
5616	40.17388
5617	40.11555
5618	40.06057
5619	40.01384
5620	39.97924
5621	39.95928
5622	39.95492
5623	39.96551
5624	39.98889
5625	40.02164
5626	40.05941
5627	40.09738
5628	40.13076
5629	40.15525
5630	40.1675
5631	40.16545
5632	40.1486
5633	40.11808
5634	40.07661
5635	40.02824
5636	39.97807
5637	39.93173
5638	39.8949
5639	39.87274
5640	39.86936
5641	39.88742
5642	39.92776
5643	39.98925
5644	40.06877
5645	40.16137
5646	40.26064
5647	40.35915
5648	40.44903
5649	40.52261
5650	40.5731
5651	40.5951
5652	40.58517
5653	40.54213
5654	40.46724
5655	40.3642
5656	40.23891
5657	40.09907
5658	39.95365
5659	39.81221
5660	39.68421
5661	39.57826
5662	39.50152
5663	39.45908
5664	39.45359
5665	39.48509
5666	39.55095
5667	39.64609
5668	39.76338
5669	39.89414
5670	40.02886
5671	40.15785
5672	40.27203
5673	40.36356
5674	40.42642
5675	40.45685
5676	40.4536
5677	40.41796
5678	40.35364
5679	40.26644
5680	40.16381
5681	40.05421
5682	39.94651
5683	39.8493
5684	39.77028
5685	39.71571
5686	39.69
5687	39.69543
5688	39.73208
5689	39.79784
5690	39.88871
5691	39.99907
5692	40.1222
5693	40.25076
5694	40.37734
5695	40.49496
5696	40.59754
5697	40.68023
5698	40.73969
5699	40.77421
5700	40.78369
5701	40.76955
5702	40.73449
5703	40.68225
5704	40.61722
5705	40.54411
5706	40.46762
5707	40.39213
5708	40.32144
5709	40.25861
5710	40.20582
5711	40.1644
5712	40.13482
5713	40.1168
5714	40.10945
5715	40.11142
5716	40.12107
5717	40.13661
5718	40.15627
5719	40.17838
5720	40.20146
5721	40.22426
5722	40.2458
5723	40.26531
5724	40.28228
5725	40.29639
5726	40.30751
5727	40.31565
5728	40.32098
5729	40.3238
5730	40.32455
5731	40.32381
5732	40.3223
5733	40.32087
5734	40.32046
5735	40.32208
5736	40.32671
5737	40.33529
5738	40.34855
5739	40.36699
5740	40.39077
5741	40.41964
5742	40.45289
5743	40.48939
5744	40.52758
5745	40.56555
5746	40.60116
5747	40.63223
5748	40.65661
5749	40.67248
5750	40.6784
5751	40.67357
5752	40.65785
5753	40.63184
5754	40.59692
5755	40.5551
5756	40.50896
5757	40.46143
5758	40.41558
5759	40.37437
5760	40.3404
5761	40.31568
5762	40.30148
5763	40.29817
5764	40.30518
5765	40.32104
5766	40.34349
5767	40.36967
5768	40.39635
5769	40.42024
5770	40.43822
5771	40.44772
5772	40.44689
5773	40.43481
5774	40.41159
5775	40.37841
5776	40.33738
5777	40.29143
5778	40.24405
5779	40.19895
5780	40.15979
5781	40.1298
5782	40.11152
5783	40.10652
5784	40.11526
5785	40.13705
5786	40.17003
5787	40.21135
5788	40.25739
5789	40.30408
5790	40.34721
5791	40.38282
5792	40.40756
5793	40.41893
5794	40.41555
5795	40.39724
5796	40.36508
5797	40.32127
5798	40.26895
5799	40.21192
5800	40.15427
5801	40.10006
5802	40.0529
5803	40.01566
5804	39.9902
5805	39.9772
5806	39.97614
5807	39.98532
5808	40.00207
5809	40.02297
5810	40.04424
5811	40.06208
5812	40.07306
5813	40.07449
5814	40.06464
5815	40.04303
5816	40.01043
5817	39.96886
5818	39.92142
5819	39.87204
5820	39.82513
5821	39.78516
5822	39.75628
5823	39.74193
5824	39.74444
5825	39.76487
5826	39.80282
5827	39.85643
5828	39.92253
5829	39.99684
5830	40.07432
5831	40.14961
5832	40.21742
5833	40.27301
5834	40.31257
5835	40.33354
5836	40.33478
5837	40.31672
5838	40.28126
5839	40.2316
5840	40.17194
5841	40.10714
5842	40.04224
5843	39.98205
5844	39.93074
5845	39.89144
5846	39.86606
5847	39.85509
5848	39.85761
5849	39.87145
5850	39.89339
5851	39.91951
5852	39.94561
5853	39.96764
5854	39.98208
5855	39.98634
5856	39.97902
5857	39.96005
5858	39.93076
5859	39.89376
5860	39.85269
5861	39.81192
5862	39.77612
5863	39.74983
5864	39.73697
5865	39.74052
5866	39.76209
5867	39.80182
5868	39.85824
5869	39.92832
5870	40.00774
5871	40.09114
5872	40.1726
5873	40.24608
5874	40.30594
5875	40.34741
5876	40.367
5877	40.36282
5878	40.33474
5879	40.28446
5880	40.21535
5881	40.13228
5882	40.04115
5883	39.94853
5884	39.86109
5885	39.7851
5886	39.72597
5887	39.68781
5888	39.67314
5889	39.68273
5890	39.71556
5891	39.76893
5892	39.83869
5893	39.91964
5894	40.0059
5895	40.09141
5896	40.17042
5897	40.23786
5898	40.2898
5899	40.32363
5900	40.33825
5901	40.33411
5902	40.31307
5903	40.27821
5904	40.23355
5905	40.18367
5906	40.13331
5907	40.08706
5908	40.0489
5909	40.02202
5910	40.00856
5911	40.0095
5912	40.02466
5913	40.05279
5914	40.09171
5915	40.1385
5916	40.18984
5917	40.24219
5918	40.29209
5919	40.33642
5920	40.37253
5921	40.39838
5922	40.41265
5923	40.41469
5924	40.40452
5925	40.3827
5926	40.35028
5927	40.30863
5928	40.25936
5929	40.20419
5930	40.14492
5931	40.08335
5932	40.02126
5933	39.96043
5934	39.90267
5935	39.8498
5936	39.80369
5937	39.76621
5938	39.73926
5939	39.72464
5940	39.72398
5941	39.7386
5942	39.76942
5943	39.81673
5944	39.88017
5945	39.95856
5946	40.04989
5947	40.15133
5948	40.25931
5949	40.36964
5950	40.47778
5951	40.57903
5952	40.66888
5953	40.74332
5954	40.7991
5955	40.83403
5956	40.84714
5957	40.83884
5958	40.8109
5959	40.76641
5960	40.70957
5961	40.64541
5962	40.5795
5963	40.5175
5964	40.4648
5965	40.42613
5966	40.40523
5967	40.40454
5968	40.42511
5969	40.46649
5970	40.52685
5971	40.60311
5972	40.69123
5973	40.78659
5974	40.88436
5975	40.97989
5976	41.06913
5977	41.14891
5978	41.21722
5979	41.2733
5980	41.31769
5981	41.3521
5982	41.37921
5983	41.40238
5984	41.42527
5985	41.45144
5986	41.48399
5987	41.52522
5988	41.57633
5989	41.63728
5990	41.7067
5991	41.78201
5992	41.85955
5993	41.9349
5994	42.00319
5995	42.05959
5996	42.09964
5997	42.1197
5998	42.11725
5999	42.09115
6000	42.04175
6001	41.97092
6002	41.88192
6003	41.77918
6004	41.66793
6005	41.55389
6006	41.44275
6007	41.33982
6008	41.24959
6009	41.17544
6010	41.11941
6011	41.08208
6012	41.06259
6013	41.05874
6014	41.06726
6015	41.08406
6016	41.10464
6017	41.12444
6018	41.13923
6019	41.14541
6020	41.14026
6021	41.12214
6022	41.09054
6023	41.046
6024	40.99004
6025	40.92492
6026	40.85339
6027	40.7784
6028	40.70279
6029	40.62909
6030	40.55927
6031	40.49464
6032	40.43577
6033	40.38255
6034	40.33431
6035	40.28996
6036	40.24821
6037	40.20783
6038	40.16783
6039	40.12768
6040	40.08739
6041	40.04762
6042	40.00961
6043	39.97514
6044	39.94628
6045	39.92522
6046	39.91401
6047	39.91428
6048	39.927
6049	39.95233
6050	39.98943
6051	40.0365
6052	40.0908
6053	40.1488
6054	40.20645
6055	40.25943
6056	40.30354
6057	40.33504
6058	40.35094
6059	40.34932
6060	40.32952
6061	40.29222
6062	40.23945
6063	40.17446
6064	40.10148
6065	40.02539
6066	39.9514
6067	39.88457
6068	39.82942
6069	39.78959
6070	39.76751
6071	39.76419
6072	39.77916
6073	39.81048
6074	39.85492
6075	39.9082
6076	39.96537
6077	40.02121
6078	40.07067
6079	40.10928
6080	40.13357
6081	40.14131
6082	40.13174
6083	40.1056
6084	40.06511
6085	40.01378
6086	39.95608
6087	39.89713
6088	39.84224
6089	39.79648
6090	39.76427
6091	39.74899
6092	39.75275
6093	39.77617
6094	39.81837
6095	39.87702
6096	39.94851
6097	40.02829
6098	40.11118
6099	40.1918
6100	40.26497
6101	40.32612
6102	40.37157
6103	40.39884
6104	40.40678
6105	40.39558
6106	40.36675
6107	40.3229
6108	40.26751
6109	40.20462
6110	40.13846
6111	40.07312
6112	40.01222
6113	39.95864
6114	39.91433
6115	39.88021
6116	39.85618
6117	39.84114
6118	39.83322
6119	39.82997
6120	39.82865
6121	39.82651
6122	39.82105
6123	39.81029
6124	39.79297
6125	39.76864
6126	39.73773
6127	39.70151
6128	39.66199
6129	39.62173
6130	39.58364
6131	39.55071
6132	39.52577
6133	39.51124
6134	39.50896
6135	39.51996
6136	39.54444
6137	39.5817
6138	39.63019
6139	39.68762
6140	39.75108
6141	39.81728
6142	39.88273
6143	39.94398
6144	39.99782
6145	40.04148
6146	40.07279
6147	40.09027
6148	40.09321
6149	40.0817
6150	40.05656
6151	40.01932
6152	39.97207
6153	39.91739
6154	39.85817
6155	39.79748
6156	39.73842
6157	39.68403
6158	39.63711
6159	39.60014
6160	39.57519
6161	39.56386
6162	39.56721
6163	39.58572
6164	39.61927
6165	39.66715
6166	39.72804
6167	39.80006
6168	39.88085
6169	39.96755
6170	40.05702
6171	40.14584
6172	40.23051
6173	40.30759
6174	40.37386
6175	40.42644
6176	40.46301
6177	40.4819
6178	40.48224
6179	40.46398
6180	40.42798
6181	40.37596
6182	40.31043
6183	40.23459
6184	40.15214
6185	40.06713
6186	39.98367
6187	39.90576
6188	39.83702
6189	39.78052
6190	39.73855
6191	39.7126
6192	39.70318
6193	39.70991
6194	39.7315
6195	39.76593
6196	39.81057
6197	39.8624
6198	39.9182
6199	39.9748
6200	40.02926
6201	40.07907
6202	40.12224
6203	40.15746
6204	40.18403
6205	40.20194
6206	40.21172
6207	40.21434
6208	40.21111
6209	40.20345
6210	40.19281
6211	40.18049
6212	40.16751
6213	40.15459
6214	40.14207
6215	40.12997
6216	40.11798
6217	40.10559
6218	40.09221
6219	40.07723
6220	40.06021
6221	40.0409
6222	40.01939
6223	39.99608
6224	39.97173
6225	39.94736
6226	39.92425
6227	39.90377
6228	39.88728
6229	39.87602
6230	39.87095
6231	39.8727
6232	39.88147
6233	39.89701
6234	39.91865
6235	39.94532
6236	39.97566
6237	40.00816
6238	40.04126
6239	40.07352
6240	40.1037
6241	40.13091
6242	40.15467
6243	40.17492
6244	40.19198
6245	40.20656
6246	40.21957
6247	40.23204
6248	40.24496
6249	40.25916
6250	40.27511
6251	40.2929
6252	40.31209
6253	40.33178
6254	40.3506
6255	40.36679
6256	40.37837
6257	40.38329
6258	40.37961
6259	40.3657
6260	40.34041
6261	40.3032
6262	40.25425
6263	40.1945
6264	40.12561
6265	40.04988
6266	39.97012
6267	39.88945
6268	39.81109
6269	39.73812
6270	39.67329
6271	39.61879
6272	39.57616
6273	39.54611
6274	39.52859
6275	39.52275
6276	39.52711
6277	39.53967
6278	39.55815
6279	39.58015
6280	39.60343
6281	39.62607
6282	39.64665
6283	39.66435
6284	39.67901
6285	39.69107
6286	39.70155
6287	39.71184
6288	39.72356
6289	39.73834
6290	39.75759
6291	39.78234
6292	39.81302
6293	39.8494
6294	39.89053
6295	39.93475
6296	39.97982
6297	40.02304
6298	40.06145
6299	40.09213
6300	40.11239
6301	40.12002
6302	40.11353
6303	40.09227
6304	40.05654
6305	40.00759
6306	39.94757
6307	39.87941
6308	39.80659
6309	39.73295
6310	39.66236
6311	39.59854
6312	39.5447
6313	39.50343
6314	39.47649
6315	39.46472
6316	39.46805
6317	39.48554
6318	39.51548
6319	39.55561
6320	39.60327
6321	39.65567
6322	39.71006
6323	39.76396
6324	39.8153
6325	39.86251
6326	39.90457
6327	39.941
6328	39.97181
6329	39.99737
6330	40.01826
6331	40.03518
6332	40.04875
6333	40.05945
6334	40.06748
6335	40.07276
6336	40.07495
6337	40.07348
6338	40.06766
6339	40.05681
6340	40.04039
6341	40.01815
6342	39.99022
6343	39.95722
6344	39.92027
6345	39.88097
6346	39.84132
6347	39.8036
6348	39.77021
6349	39.74344
6350	39.72531
6351	39.71734
6352	39.72041
6353	39.73468
6354	39.75946
6355	39.79333
6356	39.83416
6357	39.87931
6358	39.92579
6359	39.97058
6360	40.0108
6361	40.04403
6362	40.06847
6363	40.08313
6364	40.08792
6365	40.08362
6366	40.07183
6367	40.05484
6368	40.03533
6369	40.0162
6370	40.00019
6371	39.98967
6372	39.98634
6373	39.99103
6374	40.00362
6375	40.02299
6376	40.04708
6377	40.07306
6378	40.09758
6379	40.11709
6380	40.12814
6381	40.12775
6382	40.11372
6383	40.08491
6384	40.04137
6385	39.98447
6386	39.91683
6387	39.84216
6388	39.76503
6389	39.69051
6390	39.62381
6391	39.56982
6392	39.53271
6393	39.5156
6394	39.52025
6395	39.54688
6396	39.59413
6397	39.65915
6398	39.73775
6399	39.82478
6400	39.91444
6401	40.00081
6402	40.07825
6403	40.14187
6404	40.1879
6405	40.21399
6406	40.21935
6407	40.2048
6408	40.17267
6409	40.12661
6410	40.07121
6411	40.01164
6412	39.95316
6413	39.90073
6414	39.85856
6415	39.82978
6416	39.8162
